100000 30
1693 21 604 30
1718 15 1321 16
4846 10 135 22
5228 10 111 16
6217 11 3268 9
10788 27 5935 5
10941 12 2642 26
11361 7 6764 9
12321 8 5228 10
13004 16 12861 27
13133 30 7295 9
13401 25 10261 3
14213 3 13457 29
14489 19 12236 23
14735 18 10198 16
16017 29 8416 19
16223 17 9130 3
16523 15 9876 22
17083 21 9157 27
17113 17 11785 13
17715 11 10112 29
18119 9 13836 9
18225 11 4846 10
18231 11 2258 13
18350 11 6449 28
18975 18 9032 7
19551 19 11948 17
20074 23 4557 15
20168 11 19385 3
20198 29 19961 4
20383 14 3414 25
20674 7 18069 29
21353 24 12024 26
23567 29 1441 13
23587 16 13713 22
23675 8 9343 8
23807 10 17637 9
23902 5 3015 30
24156 19 17741 7
24209 14 11245 14
24338 23 16179 11
24434 9 18191 20
24803 26 14554 21
25548 22 16115 21
25545 4 9532 13
25771 10 25137 26
26445 21 4157 14
26525 27 17308 18
26959 12 15242 6
27449 25 18379 4
27829 12 26892 7
27996 30 6449 25
28071 7 1967 13
28298 11 1167 5
28949 12 28698 28
29117 7 1178 29
29171 27 21193 11
29710 23 27377 6
29858 18 8705 3
30087 11 14747 24
30600 9 6353 20
30672 16 5873 25
30824 10 13899 10
30909 8 23615 29
31385 13 30151 30
32136 10 4753 14
32213 3 25500 14
32716 5 16545 11
32895 3 14704 23
33191 9 23193 9
33454 27 23305 4
33553 10 21133 25
33657 19 2125 22
33967 29 22391 12
34067 19 7812 23
34229 16 32751 21
34301 17 5262 15
34426 23 1839 10
34489 29 19608 13
34513 14 11423 30
34766 22 10829 3
34853 30 9560 5
35396 25 33405 16
35625 11 31346 23
35687 27 21651 22
35824 8 9051 29
36469 29 24235 12
36856 21 26497 11
37196 26 7087 12
37389 23 17708 12
37654 26 21467 26
37663 17 8455 17
38131 15 16824 30
38132 19 20327 16
38435 21 29504 22
38469 11 2032 22
38550 4 28963 27
38614 20 29121 10
38807 6 30949 20
38887 24 3863 15
38963 30 26838 24
39059 6 32501 22
39211 29 20216 27
39305 25 21288 17
39694 25 20257 26
39942 3 10709 16
40036 18 10633 6
40027 13 17447 6
40214 17 16673 11
40313 12 18507 5
40759 21 6293 11
40859 6 40557 27
41551 28 8161 15
41790 6 937 25
41925 21 5359 9
41945 28 23531 18
42199 18 26415 25
42423 8 11555 27
42469 4 29278 8
42614 6 17437 7
42773 18 445 7
43192 8 7829 23
43985 21 6713 27
44031 25 6317 16
44153 12 26246 3
44494 15 43407 15
44623 19 20554 12
44995 14 15643 8
45386 28 28441 15
45478 8 331 28
45462 23 3955 30
45567 17 30629 21
45667 6 18525 8
46150 25 26487 15
46432 6 5569 18
47077 24 33420 26
47093 25 3869 15
47297 27 27605 30
47333 21 18552 5
47357 23 20255 9
47750 16 36277 12
48034 22 26073 30
48088 10 24491 4
48159 26 22054 25
48236 20 26755 19
48457 25 38467 11
48575 3 37482 14
48624 24 21617 27
48707 4 9733 28
49175 27 10939 14
49276 21 11173 20
49829 3 30562 19
50241 28 26059 20
50311 25 29035 19
50381 22 48820 17
50423 30 15764 29
50562 14 17609 8
50635 26 13778 9
51075 23 13498 12
51157 28 38080 7
51469 12 19253 13
51734 25 5095 29
51797 28 29679 9
51791 27 33143 29
51969 18 46294 11
52001 23 19802 12
52359 27 40471 29
52445 11 36347 7
52581 29 19487 6
52652 13 32015 12
52679 3 3561 15
53083 12 42229 21
53127 17 4378 5
53471 13 48661 16
53731 22 7324 16
53699 16 21173 21
53846 15 4993 6
54083 10 50978 8
54482 24 20951 6
54573 12 39241 29
54635 20 42403 12
54655 28 3106 29
54740 20 35659 17
54805 21 20121 21
54883 5 381 11
55085 4 1887 14
55196 17 8169 30
55253 11 23680 13
55330 25 4237 15
55307 15 5718 9
55467 29 45244 26
55621 25 16500 26
55731 10 18328 15
55980 20 31391 27
56106 20 32467 6
56222 27 54777 22
56257 12 48018 12
56348 6 31841 17
56414 25 1677 26
56707 3 31205 25
56770 6 42163 26
56785 17 15193 23
56853 27 33452 5
57399 13 29927 27
57505 3 14613 28
57720 20 43343 26
57907 6 17748 29
58257 23 23812 22
58356 18 24361 11
58478 28 31407 17
58487 16 6987 18
58515 20 37432 6
58591 11 45827 26
58693 11 15962 30
58651 8 13482 27
58782 10 50315 27
58862 11 52103 16
58951 22 40389 8
59077 13 25662 9
59249 12 50169 13
59253 18 21034 28
59431 25 15988 23
59459 19 58009 27
59893 27 12597 30
60125 17 46243 24
60203 22 43804 28
60409 30 54077 23
60791 22 57704 22
60875 22 50988 8
60903 23 16630 5
61063 17 14447 28
61652 21 36911 29
61677 27 19361 19
61863 24 49022 25
62114 24 11959 13
62047 4 59620 14
62152 5 28541 5
62413 30 57450 12
62601 30 20302 11
62903 11 48478 17
62953 24 9168 27
62959 19 785 29
63009 23 29078 25
63094 10 55079 18
63153 27 14777 22
63188 29 2063 27
63459 20 6037 30
63529 9 57920 23
63463 13 53823 22
63774 15 48817 12
63853 17 61522 14
64133 8 27981 24
64346 5 26037 26
64443 8 47575 4
64598 9 14193 9
64543 4 59533 16
65147 18 25128 21
65199 20 32555 27
65351 17 10800 5
65646 14 58465 25
65918 21 10253 25
66005 28 64736 20
65953 17 37647 12
66161 15 24432 9
66403 13 10356 25
66519 8 104 8
66519 8 10816 4
66541 28 48061 6
66632 17 60437 15
66939 30 54188 3
67001 22 6217 30
67135 25 32342 15
67282 22 60127 11
67626 8 18565 10
67717 26 37138 26
67852 4 12427 8
67923 9 5056 4
67943 25 36824 5
68051 19 14254 16
68281 10 59246 17
68424 14 719 15
68537 23 8990 18
68831 12 17513 8
69129 15 11450 8
69328 18 51213 22
69380 28 29109 16
69397 5 8854 3
69430 3 54631 5
70271 19 67692 22
70380 8 33571 8
70405 27 62824 26
70757 13 667 5
70955 23 32003 22
71124 26 32749 12
71199 22 19582 6
71215 8 42063 10
71524 15 39923 22
71542 24 21937 22
71846 4 33105 7
72055 24 47587 13
72176 8 16533 20
72224 12 36797 5
72309 7 8167 28
72450 13 67523 11
72421 27 27437 26
72526 10 72503 18
72593 4 61649 12
72686 11 35155 3
72809 29 61101 20
72847 21 13296 16
72910 24 35517 18
72907 24 68392 5
72950 24 16861 24
73058 10 2411 16
73191 3 34918 4
73306 24 13743 25
73392 8 33239 3
73361 12 41600 18
73595 3 18587 14
73615 8 35168 8
73755 10 61693 3
73819 10 67611 3
74144 28 45483 18
74153 16 51216 17
74313 30 62489 20
74521 12 9613 7
74572 21 2235 17
74619 17 60197 25
74777 16 33693 12
74912 4 55859 17
74944 13 5293 11
75047 22 11751 5
75193 27 8223 15
75308 5 23873 8
75336 4 7531 28
75363 29 66959 10
75573 3 59969 3
75691 20 11871 19
75911 21 15668 18
76171 17 37844 15
76283 25 75827 10
76361 5 7382 20
76393 30 35901 28
76490 30 5747 8
76514 9 64477 21
76527 17 72895 16
76534 15 35677 14
76645 5 57549 12
76643 22 71991 18
76767 9 59033 27
77313 16 40829 26
77408 8 26673 9
77737 20 17901 22
77955 23 62422 15
77996 20 54175 25
78045 5 28702 30
78071 19 16851 14
78084 16 30659 28
78278 12 27945 6
78365 5 50097 27
78459 11 39985 29
78511 12 24191 26
78620 17 12489 20
78775 11 14886 22
78827 9 59984 29
78852 18 45527 10
78928 5 43367 17
79199 28 38709 26
79215 21 39238 14
79313 6 34727 28
79389 18 12392 23
79621 25 50219 16
79678 30 19397 25
79738 24 77635 28
79833 11 48032 21
79781 7 15024 19
79863 22 2755 14
79942 4 36641 20
80026 27 15091 8
80038 12 14891 8
80116 6 28127 9
80230 15 78449 18
80271 9 4985 21
80342 3 79213 13
80455 15 61709 21
80635 12 18988 19
80782 12 43539 11
80827 21 67505 3
81204 10 36697 16
81169 28 26028 12
81212 3 47343 23
81255 10 63449 7
81285 4 35963 21
81383 9 67574 21
81553 25 28774 18
81644 24 35089 13
81710 21 2543 26
81734 14 55645 19
81914 11 35561 25
81929 26 14214 22
82071 15 66926 30
82459 15 33030 13
82459 11 55117 29
82635 20 22963 19
82648 18 35277 13
82735 20 14002 17
82835 7 70254 24
82943 9 71977 14
82997 16 81875 18
83290 29 43223 15
83303 16 81628 3
83409 3 68519 20
83467 3 38345 12
83492 20 48513 17
83596 25 56427 27
83650 12 17053 7
83720 5 30687 19
83978 4 73413 10
84051 5 59039 22
84043 27 13418 26
84079 27 59138 12
84091 30 81339 30
84047 9 23660 10
84107 29 49834 8
84131 18 7063 18
84379 19 12727 15
84559 12 24547 19
84616 9 12513 22
84881 27 70195 4
85117 27 1632 27
85224 7 14303 20
85240 26 77529 12
85231 23 56574 17
85505 28 56414 10
85521 18 11315 7
85572 27 62881 8
85640 7 327 19
85657 23 52857 9
85625 8 42937 20
85714 12 44019 24
85886 6 79421 15
85907 29 5061 11
85994 12 40581 18
86139 18 24967 15
86247 22 2029 6
86247 26 11210 7
86264 17 48385 3
86290 28 59229 17
86283 20 53650 26
86333 29 62371 19
86321 14 1639 5
86418 4 59791 9
86428 17 70995 28
86623 6 18798 29
86613 26 57928 6
86639 6 80526 22
86753 13 7673 16
86828 16 69945 28
86759 16 65440 16
87043 5 10915 22
87041 5 80356 26
87157 4 8059 10
87083 26 48556 22
87209 21 5339 17
87263 30 83517 17
87265 11 57773 3
87346 15 36427 28
87373 16 57760 24
87546 25 69917 26
87491 27 47194 22
87891 15 43411 11
87947 7 18178 11
88105 21 43212 28
88252 16 77531 8
88330 9 3233 10
88361 10 29381 25
88624 30 79345 26
88781 7 51665 12
88759 28 9288 26
88838 17 65105 28
89084 21 63753 7
89239 23 70821 9
89201 13 75546 25
89197 21 46100 20
89259 22 31174 24
89280 14 2633 9
89263 9 9853 7
89574 12 57419 15
89747 22 77929 7
89759 12 82715 6
89777 14 13029 30
89911 27 70680 14
89967 7 31100 3
90155 12 19607 27
90301 12 8046 16
90439 24 32722 7
90451 12 24042 20
90532 12 5399 19
90511 21 81665 17
90487 12 52432 28
90660 21 36029 5
90635 3 51302 8
90707 26 14636 9
90830 19 57773 26
90979 21 31564 19
91115 24 25118 16
91163 28 49654 25
91256 16 46429 28
91282 7 12379 20
91343 16 63828 13
91372 4 61829 18
91382 15 90713 16
91453 8 24187 4
91387 30 85066 23
91514 27 61365 6
91451 22 87979 17
91615 4 54394 27
91944 17 23015 13
92009 28 84782 25
92033 15 60535 26
92173 6 56037 24
92533 23 66874 14
92828 3 16441 29
92969 27 3806 6
93105 11 77381 17
93124 13 28987 9
93251 25 28134 23
93287 29 58033 8
93263 3 86092 6
93396 27 87637 15
93437 7 69420 22
93586 27 52643 17
93621 27 23272 12
93635 13 43092 10
93638 8 7865 22
93943 30 89228 28
94093 14 53611 21
94150 28 13253 8
94163 9 39112 10
94324 5 78869 11
94383 10 64685 17
94443 13 81979 12
94568 27 25175 26
94699 30 65921 24
94723 21 59387 21
94781 26 58963 19
94854 16 47221 6
94891 30 88274 14
94971 20 25052 20
95229 13 55964 15
95284 6 50539 12
95340 15 10427 23
95329 7 33733 22
95615 7 12511 16
95645 7 74727 23
95677 16 7368 23
95689 18 86941 17
95728 9 92631 11
95779 8 84388 23
95830 10 3653 14
95860 18 79001 14
96122 28 52187 3
96083 28 74261 17
96294 20 52165 26
96345 13 93224 18
96368 6 73317 28
96550 16 82861 19
96769 9 33712 14
96843 4 56833 9
96837 13 10169 26
96884 10 17401 7
96905 4 83251 7
96921 12 27109 17
97041 4 976 21
97092 21 40001 29
97112 10 42197 18
97134 24 36041 25
97131 28 36886 10
97169 21 80838 25
97259 15 10920 24
97287 15 74279 11
97464 28 64981 19
97692 24 22277 28
97695 30 38059 11
97737 29 49769 27
97802 7 25199 19
97823 3 73213 30
97793 11 7342 24
97919 14 34721 25
98102 25 66579 18
98127 3 77566 13
98171 9 52271 24
98214 11 75349 18
98203 15 41628 26
98299 7 35511 4
98309 11 82819 28
98342 3 1169 27
98380 26 69013 26
98393 12 17014 28
98375 8 40566 5
98432 22 42001 9
98442 9 4159 7
98608 3 91261 21
98653 22 83475 19
98682 29 45385 28
98755 15 11554 26
98793 5 88201 23
98838 26 93563 6
99090 4 42101 18
99355 7 31297 23
99411 7 49760 28
99547 24 23777 5
99752 4 83071 8
99729 29 14818 24
99934 21 34443 3
99960 12 8917 6
99941 13 86528 26
