1000 1000
7 966 6 275
13 752 3 130
13 752 9 65
15 477 11 234
19 499 3 112
19 499 9 56
28 68 11 319
17 855 13 650
26 580 19 784
33 814 14 397
29 842 20 910
31 846 23 697
40 408 7 563
40 29 33 547
39 508 23 324
48 378 11 355
41 461 2 1000
41 461 4 500
41 942 12 38
41 461 16 250
41 86 21 527
41 461 32 200
54 869 13 382
54 866 23 96
52 717 51 725
37 785 26 331
45 904 11 994
45 626 44 713
44 628 19 376
47 991 10 626
47 775 45 305
58 60 21 626
58 515 33 699
49 870 5 933
49 483 6 275
51 164 10 999
51 771 38 871
64 674 33 936
64 875 45 66
55 780 37 765
61 555 43 30
61 201 59 299
53 744 6 901
53 392 14 225
53 385 43 175
63 495 32 397
63 733 47 369
63 508 52 830
63 913 62 5
57 783 14 765
57 575 31 876
70 417 23 265
70 825 41 745
68 191 65 224
72 293 61 677
69 905 58 711
78 943 67 816
76 730 37 421
65 594 4 548
65 594 16 274
65 393 44 728
65 285 63 189
65 903 64 892
74 741 55 104
84 687 41 387
80 831 23 575
67 619 36 590
67 895 62 731
75 865 31 755
75 336 44 584
75 525 49 883
79 764 20 495
79 700 72 686
86 731 37 208
81 28 19 499
81 736 53 118
73 466 31 227
73 992 33 558
73 624 48 141
73 564 51 41
88 42 73 964
88 185 73 317
77 271 19 559
77 279 26 907
77 791 74 493
71 988 13 266
71 769 24 490
71 977 34 125
71 305 39 728
87 307 10 43
87 871 13 161
87 606 19 813
87 137 22 369
87 753 43 526
94 285 51 289
85 141 29 217
85 974 33 988
85 389 61 883
96 559 41 516
96 525 59 595
93 380 22 835
93 4 67 228
100 838 7 527
100 313 47 991
89 654 31 384
89 784 80 946
89 538 82 868
89 368 85 352
98 883 87 883
83 122 15 184
99 19 2 65
99 600 5 684
99 600 25 342
99 19 32 13
99 114 56 330
99 690 68 485
99 210 73 914
99 21 79 373
105 213 13 451
105 962 59 408
97 706 5 711
97 901 24 801
97 598 37 250
97 214 70 690
97 127 80 367
97 681 87 941
91 767 5 320
91 767 25 160
91 355 50 853
91 630 54 650
104 166 15 985
106 359 91 188
106 609 91 354
108 137 55 801
108 444 85 57
108 124 95 893
95 527 6 448
95 53 32 578
95 527 36 224
95 960 78 515
95 967 79 715
110 878 41 652
110 374 59 37
110 415 67 22
114 744 47 940
114 712 59 556
112 434 9 641
112 621 17 173
112 518 27 967
112 134 59 464
120 277 71 988
118 520 15 504
118 234 97 233
118 312 107 11
111 818 59 931
111 653 67 579
111 805 88 277
116 59 35 912
116 512 41 656
116 236 75 460
101 115 47 507
101 143 50 84
101 771 65 363
122 272 27 351
122 732 55 857
122 367 115 188
107 86 4 509
107 152 47 743
107 764 105 809
